사업ID,자회사ID,사업주체,사업유형,사업명,지원금액,시작일자,종료일자,진행현황,종료일자_보정,사업진행일수
P0908,S0685,중앙정부,펀드운용,지역혁신 벤처펀드,160,2023-06-10,,진행중,2023-12-31,204.0
P0909,S0465,공공기관,펀드운용,대학창업펀드 조성사업,820,2023-03-08,2025-06-12,진행중,2025-06-12,827.0
P0910,S0784,중앙정부,기술사업화,실험실 특화형 창업선도대학,700,2022-08-02,2023-07-01,완료,2023-07-01,333.0
P0911,S0670,지자체,R&D지원,창업성장기술개발사업,870,2023-01-20,2024-08-24,진행중,2024-08-24,582.0
P0912,S0913,공공기관,기술사업화,TIPS 프로그램,290,2022-03-19,2023-07-08,완료,2023-07-08,476.0
P0913,S1611,중앙정부,R&D지원,창업성장기술개발사업,610,2022-08-09,2025-03-09,진행중,2025-03-09,943.0
P0914,S0101,지자체,R&D지원,미래유망 R&D 사업,650,2022-03-21,2024-11-17,진행중,2024-11-17,972.0
P0915,S1430,중앙정부,R&D지원,디딤돌 기술개발,630,2022-02-09,2024-06-05,진행중,2024-06-05,847.0
P0916,S1171,중앙정부,기술사업화,초기창업패키지,320,2021-03-15,2022-06-10,완료,2022-06-10,452.0
P0917,S1591,중앙정부,기술사업화,TIPS 프로그램,150,2022-11-19,2024-07-14,진행중,2024-07-14,603.0
P0918,S0868,중앙정부,R&D지원,산학연 Collabo R&D,770,2022-11-03,2023-05-26,완료,2023-05-26,204.0
P0919,S1577,중앙정부,위탁용역,공공기관 시스템 구축 용역,570,2022-10-01,2023-08-26,완료,2023-08-26,329.0
P0920,S0903,중앙정부,펀드운용,대학창업펀드 조성사업,880,2022-01-18,2022-12-23,완료,2022-12-23,339.0
P0921,S1552,공공기관,R&D지원,창업성장기술개발사업,320,2023-08-30,2025-11-22,진행중,2025-11-22,815.0
P0922,S0303,민간기업,펀드운용,대학창업펀드 조성사업,440,2022-12-12,2025-09-10,진행중,2025-09-10,1003.0
P0923,S0228,중앙정부,기술사업화,실험실 특화형 창업선도대학,270,2023-01-28,2025-01-27,진행중,2025-01-27,730.0
P0924,S0434,중앙정부,기술사업화,실험실 특화형 창업선도대학,710,2022-05-10,2024-08-04,진행중,2024-08-04,817.0
P0925,S1495,대학,기술사업화,TIPS 프로그램,490,2022-08-20,2024-12-26,진행중,2024-12-26,859.0
P0926,S1079,중앙정부,R&D지원,산학연 Collabo R&D,260,2023-03-20,2025-08-29,진행중,2025-08-29,893.0
P0927,S1266,중앙정부,기술사업화,TIPS 프로그램,90,2022-02-02,,진행중,2023-12-31,697.0
P0928,S0556,지자체,위탁용역,지자체 특화산업 연구용역,140,2021-01-20,2022-05-14,완료,2022-05-14,479.0
P0929,S1777,민간기업,R&D지원,미래유망 R&D 사업,660,2023-09-28,2026-03-22,진행중,2026-03-22,906.0
P0930,S0204,민간기업,기술사업화,TIPS 프로그램,240,2021-07-23,2023-06-15,완료,2023-06-15,692.0
P0931,S0938,지자체,인력양성,청년 디지털 일자리 사업,320,2023-08-03,,진행중,2023-12-31,150.0
P0932,S0625,중앙정부,R&D지원,디딤돌 기술개발,30,2021-12-22,2024-05-20,진행중,2024-05-20,880.0
P0933,S0721,중앙정부,R&D지원,산학연 Collabo R&D,80,2022-10-03,2023-12-20,완료,2023-12-20,443.0
P0934,S1800,중앙정부,위탁용역,신기술 동향 분석 용역,720,2023-08-30,2024-12-08,진행중,2024-12-08,466.0
P0935,S0462,중앙정부,위탁용역,공공기관 시스템 구축 용역,180,2021-03-31,2023-10-14,완료,2023-10-14,927.0
P0936,S0783,지자체,기술사업화,초기창업패키지,540,2021-09-04,2023-10-10,완료,2023-10-10,766.0
P0937,S0313,중앙정부,R&D지원,산학연 Collabo R&D,580,2022-07-10,2023-05-20,완료,2023-05-20,314.0
P0938,S0424,지자체,기술사업화,초기창업패키지,180,2021-11-13,2024-04-16,진행중,2024-04-16,885.0
P0939,S1445,민간기업,위탁용역,지자체 특화산업 연구용역,990,2021-05-29,2023-09-27,완료,2023-09-27,851.0
P0940,S1157,민간기업,R&D지원,창업성장기술개발사업,240,2021-11-22,2024-09-26,진행중,2024-09-26,1039.0
P0941,S1802,중앙정부,R&D지원,산학연 Collabo R&D,530,2023-09-12,,진행중,2023-12-31,110.0
P0942,S0622,중앙정부,위탁용역,공공기관 시스템 구축 용역,950,2021-10-08,2022-09-08,완료,2022-09-08,335.0
P0943,S1596,중앙정부,R&D지원,창업성장기술개발사업,980,2022-09-19,2024-12-08,진행중,2024-12-08,811.0
P0944,S0547,지자체,기술사업화,초기창업패키지,300,2022-12-05,2023-06-29,완료,2023-06-29,206.0
P0945,S0736,중앙정부,인력양성,청년 디지털 일자리 사업,650,2023-05-17,2025-07-24,진행중,2025-07-24,799.0
P0946,S0961,공공기관,R&D지원,미래유망 R&D 사업,630,2022-05-01,2023-03-17,완료,2023-03-17,320.0
P0947,S0336,중앙정부,R&D지원,창업성장기술개발사업,350,2023-09-01,2025-04-25,진행중,2025-04-25,602.0
P0948,S0456,공공기관,위탁용역,신기술 동향 분석 용역,90,2021-07-01,2023-03-22,완료,2023-03-22,629.0
P0949,S1776,지자체,기술사업화,기술이전 사업화 지원,320,2022-03-14,,완료,2023-12-31,657.0
P0950,S1590,중앙정부,인력양성,산학연계 인력양성,930,2021-11-17,2023-06-23,완료,2023-06-23,583.0
P0951,S1253,민간기업,기술사업화,TIPS 프로그램,670,2021-04-22,2023-01-24,완료,2023-01-24,642.0
P0952,S0936,공공기관,R&D지원,디딤돌 기술개발,670,2022-07-05,2010-01-01,진행중,2010-01-01,
P0953,S1506,중앙정부,R&D지원,창업성장기술개발사업,250,2021-10-26,2023-07-18,완료,2023-07-18,630.0
P0954,S0816,민간기업,인력양성,산학연계 인력양성,600,2021-06-20,2023-02-22,완료,2023-02-22,612.0
P0955,S0603,지자체,R&D지원,디딤돌 기술개발,600,2023-04-30,2025-08-18,진행중,2025-08-18,841.0
P0956,S0926,중앙정부,기술사업화,초기창업패키지,1000,2022-08-23,2025-08-22,진행중,2025-08-22,1095.0
P0957,S1426,지자체,R&D지원,산학연 Collabo R&D,580,2021-01-26,2022-01-24,완료,2022-01-24,363.0
P0958,S0930,지자체,인력양성,청년 디지털 일자리 사업,590,2021-04-03,2022-06-13,완료,2022-06-13,436.0
P0959,S0664,지자체,위탁용역,신기술 동향 분석 용역,920,2023-01-21,,완료,2023-12-31,344.0
P0960,S0187,중앙정부,기술사업화,실험실 특화형 창업선도대학,110,2022-06-21,2024-12-11,진행중,2024-12-11,904.0
P0961,S0787,공공기관,위탁용역,공공기관 시스템 구축 용역,210,2022-01-23,2024-02-05,진행중,2024-02-05,743.0
P0962,S0780,중앙정부,R&D지원,산학연 Collabo R&D,730,2023-06-12,2025-10-14,진행중,2025-10-14,855.0
P0963,S1767,중앙정부,위탁용역,신기술 동향 분석 용역,990,2022-12-31,2023-08-20,완료,2023-08-20,232.0
P0964,S0860,중앙정부,인력양성,산학연계 인력양성,370,2022-10-04,2023-10-04,완료,2023-10-04,365.0
P0965,S0241,민간기업,위탁용역,신기술 동향 분석 용역,800,2023-02-23,2024-05-07,진행중,2024-05-07,439.0
P0966,S0026,중앙정부,위탁용역,공공기관 시스템 구축 용역,10,2022-09-15,2025-09-02,진행중,2025-09-02,1083.0
P0967,S1011,중앙정부,기술사업화,기술이전 사업화 지원,590,2022-02-24,2023-11-18,완료,2023-11-18,632.0
P0968,S0163,지자체,R&D지원,산학연 Collabo R&D,800,2022-10-06,2024-10-25,진행중,2024-10-25,750.0
P0969,S1680,공공기관,R&D지원,디딤돌 기술개발,80,2022-10-31,2024-04-20,진행중,2024-04-20,537.0
P0970,S0076,중앙정부,R&D지원,산학연 Collabo R&D,430,2023-08-01,2024-04-26,진행중,2024-04-26,269.0
P0971,S0101,중앙정부,위탁용역,신기술 동향 분석 용역,870,2021-10-19,2024-01-02,진행중,2024-01-02,805.0
P0972,S1354,지자체,기술사업화,초기창업패키지,590,2023-02-07,2010-01-01,진행중,2010-01-01,
P0973,S0738,민간기업,R&D지원,산학연 Collabo R&D,420,2022-01-13,2023-08-04,완료,2023-08-04,568.0
P0974,S1680,중앙정부,기술사업화,TIPS 프로그램,380,2022-04-28,,완료,2023-12-31,612.0
P0975,S0250,지자체,R&D지원,미래유망 R&D 사업,680,2021-08-03,2024-01-12,진행중,2024-01-12,892.0
P0976,S0429,지자체,R&D지원,창업성장기술개발사업,620,2023-01-12,2025-06-15,진행중,2025-06-15,885.0
P0977,S1239,민간기업,위탁용역,지자체 특화산업 연구용역,550,2022-09-16,,진행중,2023-12-31,471.0
P0978,S0649,중앙정부,기술사업화,실험실 특화형 창업선도대학,170,2022-09-22,,진행중,2023-12-31,465.0
P0979,S1017,지자체,기술사업화,기술이전 사업화 지원,240,2023-06-24,2025-09-05,진행중,2025-09-05,804.0
P0980,S0477,공공기관,위탁용역,신기술 동향 분석 용역,160,2021-01-25,2022-11-12,완료,2022-11-12,656.0
P0981,S1281,공공기관,인력양성,청년 디지털 일자리 사업,790,2022-03-01,,완료,2023-12-31,670.0
P0982,S0094,중앙정부,기술사업화,초기창업패키지,20,2022-10-18,2023-11-08,완료,2023-11-08,386.0
P0983,S1414,중앙정부,인력양성,산학연계 인력양성,390,2022-06-03,2024-06-15,진행중,2024-06-15,743.0
P0984,S0664,공공기관,R&D지원,산학연 Collabo R&D,440,2022-02-10,2024-08-19,진행중,2024-08-19,921.0
P0985,S1166,지자체,R&D지원,디딤돌 기술개발,250,2021-12-05,2024-10-03,진행중,2024-10-03,1033.0
P0986,S0693,민간기업,기술사업화,기술이전 사업화 지원,50,2022-10-24,,완료,2023-12-31,433.0
P0987,S0987,중앙정부,기술사업화,실험실 특화형 창업선도대학,600,2023-03-14,2025-12-21,진행중,2025-12-21,1013.0
P0988,S0848,민간기업,R&D지원,산학연 Collabo R&D,730,2023-01-13,2025-06-05,진행중,2025-06-05,874.0
P0989,S0647,지자체,R&D지원,산학연 Collabo R&D,460,2021-03-09,2022-02-04,완료,2022-02-04,332.0
P0990,S0575,공공기관,R&D지원,미래유망 R&D 사업,810,2022-07-02,2025-05-09,진행중,2025-05-09,1042.0
P0991,S0340,지자체,R&D지원,창업성장기술개발사업,970,2021-11-12,2024-05-02,진행중,2024-05-02,902.0
P0992,S1757,중앙정부,R&D지원,미래유망 R&D 사업,120,2022-05-24,2025-05-06,진행중,2025-05-06,1078.0
P0993,S0487,중앙정부,펀드운용,지역혁신 벤처펀드,280,2022-06-22,2023-10-24,완료,2023-10-24,489.0
P0994,S0359,중앙정부,인력양성,청년 디지털 일자리 사업,120,2022-03-31,2024-02-27,진행중,2024-02-27,698.0
P0995,S0052,공공기관,위탁용역,신기술 동향 분석 용역,250,2021-12-15,2023-10-21,완료,2023-10-21,675.0
P0996,S1501,민간기업,R&D지원,산학연 Collabo R&D,190,2023-02-27,2026-02-03,진행중,2026-02-03,1072.0
P0997,S0202,공공기관,위탁용역,공공기관 시스템 구축 용역,170,2021-07-30,2024-02-06,진행중,2024-02-06,921.0
P0998,S0075,중앙정부,인력양성,첨단산업 인재양성 부트캠프,150,2021-01-05,2022-05-18,완료,2022-05-18,498.0
P0999,S0091,지자체,기술사업화,TIPS 프로그램,430,2022-04-24,2025-04-18,진행중,2025-04-18,1090.0
P1000,S0095,중앙정부,인력양성,첨단산업 인재양성 부트캠프,400,2021-01-24,2023-03-06,완료,2023-03-06,771.0
